ticker,price,target_price,stop_price,prob_win,prob_win_raw,prob_stop,prob_stop_raw,ev_score,ev_score_raw,sd_weight,days_to_clear,size_factor,size_reason,beta,vol_ratio,turnover_oku,action,reason,sector_name,sector_score,sector_shock,sector_advice,sector_summary,macro_flow,standalone_shares,standalone_cost_yen,standalone_max_loss_yen,standalone_leverage_capped,standalone_maxpos_capped,skip_reason
6754.T,3333.0,3559.1,3219.9,0.21,0.2177,0.6601,0.6328,-0.24,-0.19699999690055847,0.94,0.75,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.06,1.26,27.8,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
7911.T,4921.0,5255.7,4753.6,0.2121,0.2208,0.6642,0.6326,-0.24,-0.19099999964237213,0.95,0.26,1.0,通常ロット,0.94,1.21,81.4,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
7270.T,2628.0,2742.1,2570.9,0.2059,0.2131,0.6533,0.6272,-0.241,-0.20100000500679016,0.95,0.49,0.52,逆張りリバウンド警戒 (前日比-0.2%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.02,1.04,83.6,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,262800,5710,False,True,
7735.T,13300.0,14444.3,12727.9,0.2054,0.2095,0.652,0.6371,-0.241,-0.21799999475479126,0.96,0.61,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.79,0.97,237.2,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
3382.T,2000.0,2067.2,1966.4,0.1959,0.1975,0.6338,0.6275,-0.242,-0.2329999953508377,0.99,0.25,0.5,逆張りリバウンド警戒 (前日比-1.0%),-0.37,1.08,148.7,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,100,200000,3360,False,True,
6770.T,2210.0,2346.9,2141.5,0.1832,0.1659,0.6089,0.6953,-0.242,-0.36399999260902405,1.11,0.08,0.53,逆張りリバウンド警戒 (前日比-0.4%) ＋ セクターセンチメント(+0.20 -> 1.06倍),0.63,1.05,31.8,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,221000,6850,False,False,
6857.T,33060.0,36315.0,31432.5,0.206,0.2118,0.6546,0.6336,-0.243,-0.20999999344348907,0.95,0.36,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),2.05,1.05,2622.7,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
9031.T,3075.0,3189.0,3018.0,0.1812,0.1662,0.6057,0.6806,-0.243,-0.3479999899864197,1.11,0.09,0.5,逆張りリバウンド警戒 (前日比-1.1%),-0.15,1.62,12.2,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
9201.T,3084.0,3182.9,3034.6,0.1963,0.1917,0.6352,0.6548,-0.243,-0.2709999978542328,1.03,0.0,1.0,通常ロット,0.24,1.37,63.9,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
4401.T,4622.0,4851.7,4507.1,0.205,0.2083,0.6554,0.6426,-0.245,-0.22599999606609344,0.98,0.69,1.0,通常ロット,0.78,0.93,11.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
5233.T,4186.0,4401.3,4078.4,0.2072,0.2176,0.6601,0.6228,-0.246,-0.18799999356269836,0.94,1.06,1.0,通常ロット,0.42,0.9,18.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
5333.T,5366.0,5732.0,5183.0,0.2077,0.2163,0.6628,0.6312,-0.247,-0.19900000095367432,0.95,0.37,1.0,通常ロット,1.45,0.87,68.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
9962.T,3831.0,4083.6,3704.7,0.2022,0.1975,0.6518,0.6719,-0.247,-0.2770000100135803,1.03,0.05,1.0,通常ロット,0.8,1.0,59.8,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
2784.T,2384.0,2456.8,2347.6,0.1837,0.1686,0.6187,0.6951,-0.251,-0.3580000102519989,1.11,0.03,1.0,通常ロット,-0.18,1.11,13.3,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,238400,3640,False,True,
5831.T,3460.0,3637.9,3371.1,0.204,0.2111,0.6592,0.6329,-0.251,-0.210999995470047,0.95,0.41,0.52,逆張りリバウンド警戒 (前日比-0.8%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.36,1.13,57.7,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,maxpos
6976.T,8935.0,10140.7,8332.1,0.1941,0.1931,0.6444,0.6484,-0.256,-0.2619999945163727,0.99,0.15,0.53,逆張りリバウンド警戒 (前日比-4.7%) ＋ セクターセンチメント(+0.20 -> 1.06倍),2.69,0.96,2613.3,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
5857.T,3670.0,3927.1,3541.4,0.2053,0.2156,0.6674,0.6296,-0.257,-0.1979999989271164,0.94,1.23,0.5,逆張りリバウンド警戒 (前日比-0.9%),0.59,1.13,19.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
7220.T,2930.0,3202.9,2793.6,0.2104,0.2351,0.6776,0.5992,-0.257,-0.1289999932050705,0.86,1.22,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),1.47,2.04,21.1,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,100,293000,13640,False,False,
8410.T,340.9,352.5,335.1,0.1758,0.1577,0.6088,0.7054,-0.257,-0.38999998569488525,1.13,0.87,0.52,逆張りリバウンド警戒 (前日比-0.5%) ＋ セクターセンチメント(+0.10 -> 1.03倍),-0.02,0.96,12.8,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,800,272720,4640,False,True,
4188.T,1172.0,1251.3,1132.4,0.2033,0.2118,0.6667,0.6349,-0.26,-0.210999995470047,0.95,0.21,0.5,逆張りリバウンド警戒 (前日比-1.4%),0.62,1.35,78.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,234400,7920,False,True,
5711.T,5158.0,5613.4,4930.3,0.1985,0.1953,0.6571,0.6705,-0.26,-0.2800000011920929,1.02,1.34,0.5,逆張りリバウンド警戒 (前日比-0.7%),0.99,0.92,80.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
6961.T,10200.0,11222.9,9688.6,0.1934,0.1879,0.6478,0.6717,-0.261,-0.29600000381469727,1.02,1.37,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.69,1.22,12.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
9147.T,5656.0,5925.1,5521.4,0.1937,0.1891,0.6518,0.6719,-0.264,-0.2939999997615814,1.03,0.08,1.0,通常ロット,0.29,0.74,49.7,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,0,0,0,False,False,maxpos
3498.T,7480.0,7958.6,7240.7,0.195899099111557,0.1959,0.6564534306526184,0.6565,-0.265,-0.26499998569488525,1.0,3.79,1.0,通常ロット,0.49,1.25,21.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6472.T,387.0,408.4,376.3,0.1982,0.2047,0.6613,0.6359,-0.265,-0.22599999606609344,0.96,0.67,1.0,通常ロット,0.73,0.81,11.7,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,700,270900,7490,False,True,
6301.T,7209.0,7588.0,7019.5,0.1862,0.1762,0.6401,0.6883,-0.268,-0.335999995470047,1.07,0.24,1.0,通常ロット,0.41,1.03,254.8,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
4751.T,1246.0,1302.2,1217.9,0.2047,0.2304,0.6785,0.5952,-0.269,-0.1340000033378601,0.86,1.76,0.5,逆張りリバウンド警戒 (前日比-1.1%),-0.29,1.1,45.4,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,249200,5620,False,True,
6366.T,681.0,727.0,658.0,0.2001,0.2102,0.6706,0.6326,-0.27,-0.21199999749660492,0.94,6.46,0.5,逆張りリバウンド警戒 (前日比-2.7%),0.93,1.3,10.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,400,272400,9200,False,True,
2670.T,2706.0,2811.4,2653.3,0.1962,0.2044,0.6647,0.6331,-0.272,-0.2240000069141388,0.95,0.23,1.0,通常ロット,-0.2,1.26,12.2,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,100,270600,5270,False,True,
6966.T,901.0,982.7,860.1,0.2011,0.2237,0.6738,0.6007,-0.272,-0.15299999713897705,0.86,3.57,0.64,需給滞留警戒 (消化3.57日) ＋ セクターセンチメント(+0.20 -> 1.06倍),1.41,1.0,20.9,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,300,270300,12270,False,False,
6448.T,4668.0,4931.0,4536.5,0.1788,0.1618,0.6305,0.72,-0.273,-0.3959999978542328,1.11,0.08,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.35,1.11,61.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
4194.T,8456.0,9080.1,8143.9,0.1985,0.2068,0.6762,0.644,-0.279,-0.23000000417232513,0.95,0.47,1.0,通常ロット,-0.21,1.18,19.9,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
8601.T,1800.5,1883.9,1758.8,0.1834,0.1778,0.6458,0.6711,-0.279,-0.3149999976158142,1.03,0.37,0.52,逆張りリバウンド警戒 (前日比-2.4%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.36,1.12,125.4,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,180050,4170,False,True,
8801.T,1501.0,1567.5,1467.8,0.1878,0.1834,0.6551,0.6754,-0.28,-0.3089999854564667,1.03,0.28,1.0,通常ロット,0.03,1.31,157.7,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,150100,3320,False,True,
6723.T,3490.0,3795.3,3337.4,0.1913,0.1905,0.6646,0.6688,-0.282,-0.2879999876022339,0.99,0.33,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.49,1.52,362.5,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
1861.T,1319.0,1363.1,1296.9,0.1852,0.1823,0.6561,0.6695,-0.286,-0.3050000071525574,1.02,1.22,0.5,逆張りリバウンド警戒 (前日比-0.6%),0.2,1.0,10.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,200,263800,4420,False,True,
4021.T,8291.0,8692.3,8090.4,0.184,0.1741,0.6557,0.705,-0.288,-0.3569999933242798,1.07,0.12,1.0,通常ロット,0.75,0.9,42.1,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
6925.T,4053.0,4339.0,3910.0,0.1929,0.192,0.6741,0.6783,-0.288,-0.2939999997615814,0.99,0.16,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.26,1.69,17.6,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
2002.T,2013.5,2093.1,1973.7,0.176,0.1664,0.6414,0.6897,-0.289,-0.3569999933242798,1.07,0.09,1.0,通常ロット,-0.31,1.39,19.7,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,201350,3980,False,True,
6305.T,5645.0,5974.1,5480.4,0.1844,0.18,0.6608,0.6813,-0.292,-0.32100000977516174,1.03,0.45,0.5,逆張りリバウンド警戒 (前日比-0.3%),0.38,1.08,54.1,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,risk
9435.T,38950.0,40422.9,38213.6,0.1991,0.2164,0.6914,0.6285,-0.293,-0.19599999487400055,0.9,4.82,0.6,需給滞留警戒 (消化4.82日),0.0,1.46,31.0,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
6963.T,4742.0,5218.6,4503.7,0.192,0.1975,0.6796,0.6578,-0.296,-0.2630000114440918,0.95,0.38,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),2.0,1.12,124.4,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
6376.T,3485.0,3763.6,3345.7,0.1988,0.2134,0.6941,0.6413,-0.297,-0.21400000154972076,0.9,8.35,0.64,需給滞留警戒 (消化8.35日) ＋ セクターセンチメント(+0.20 -> 1.06倍),0.83,0.98,11.4,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
9412.T,2067.0,2198.4,2001.3,0.18643999099731445,0.1864,0.6717088222503662,0.6717,-0.299,-0.29899999499320984,1.0,2.32,0.5,逆張りリバウンド警戒 (前日比-1.3%),0.57,1.04,39.5,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,206700,6570,False,False,
6479.T,3606.0,3836.4,3490.8,0.1813,0.1761,0.6638,0.6884,-0.301,-0.335999995470047,1.02,1.23,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.39,1.09,82.9,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
2579.T,3779.0,3936.1,3700.4,0.1823,0.1838,0.673,0.6664,-0.308,-0.29899999499320984,0.99,0.28,0.5,逆張りリバウンド警戒 (前日比-1.3%),-0.28,0.76,29.5,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
2607.T,4409.0,4616.3,4305.4,0.1659,0.1519,0.6417,0.721,-0.31,-0.4169999957084656,1.11,0.14,0.5,逆張りリバウンド警戒 (前日比-1.0%),-0.39,1.07,10.6,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
7182.T,3200.0,3374.4,3112.8,0.1879,0.1946,0.6858,0.6584,-0.31,-0.26899999380111694,0.95,0.31,0.52,逆張りリバウンド警戒 (前日比-2.0%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.34,1.16,174.3,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,maxpos
4503.T,2359.0,2450.8,2313.1,0.1857,0.1935,0.683,0.6505,-0.312,-0.2630000114440918,0.95,0.16,0.5,逆張りリバウンド警戒 (前日比-1.0%),0.03,1.41,141.0,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,235900,4590,False,True,
6996.T,2632.0,2900.9,2497.6,0.1803,0.178,0.6728,0.6837,-0.312,-0.328000009059906,1.0,0.76,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.67,1.28,16.3,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,100,263200,13440,False,False,
8354.T,7659.0,7997.6,7489.7,0.1856,0.1939,0.6833,0.6499,-0.312,-0.2619999945163727,0.94,0.54,0.52,逆張りリバウンド警戒 (前日比-1.1%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.34,0.96,61.1,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,risk
5805.T,13410.0,14745.7,12742.1,0.1831,0.1802,0.6798,0.6936,-0.314,-0.3330000042915344,1.02,0.98,1.0,通常ロット,1.4,1.09,33.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
7458.T,1882.5,1940.6,1853.5,0.178,0.1795,0.6696,0.663,-0.314,-0.30399999022483826,0.99,0.19,1.0,通常ロット,-0.25,1.83,11.0,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,188250,2900,False,True,
4733.T,8205.0,8603.1,8005.9,0.178,0.1738,0.6719,0.6927,-0.316,-0.3449999988079071,1.03,0.11,0.5,逆張りリバウンド警戒 (前日比-1.2%),-0.29,1.46,14.8,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
8630.T,6768.0,7060.9,6621.6,0.181,0.1875,0.679,0.6519,-0.317,-0.2770000100135803,0.95,0.2,0.52,逆張りリバウンド警戒 (前日比-1.8%) ＋ セクターセンチメント(+0.10 -> 1.03倍),-0.01,1.18,181.9,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,0,0,0,False,False,risk
2264.T,1129.5,1187.6,1100.5,0.168,0.1587,0.6538,0.703,-0.318,-0.38600000739097595,1.07,0.33,1.0,通常ロット,-0.3,1.1,23.3,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,200,225900,5800,False,True,
5411.T,1846.5,1931.6,1804.0,0.1804751604795456,0.1805,0.6785274147987366,0.6785,-0.318,-0.3179999887943268,1.0,1.01,0.5,逆張りリバウンド警戒 (前日比-1.9%),0.15,1.13,88.9,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,184650,4250,False,True,
6951.T,7564.0,8134.9,7278.6,0.1631,0.1473,0.6448,0.7363,-0.319,-0.44200000166893005,1.11,0.43,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),1.1,1.61,19.2,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,risk
3088.T,2525.0,2640.0,2467.5,0.1799,0.1814,0.6794,0.6727,-0.32,-0.3100000023841858,0.99,0.12,1.0,通常ロット,-0.33,1.16,46.8,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,100,252500,5750,False,True,
4666.T,2008.5,2086.6,1969.4,0.1929,0.2174,0.7061,0.6194,-0.32,-0.1850000023841858,0.86,1.27,1.0,通常ロット,0.13,0.95,13.6,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,200850,3910,False,True,
5406.T,2056.5,2130.4,2019.5,0.184,0.1902,0.6885,0.6621,-0.321,-0.28200000524520874,0.96,0.86,0.5,逆張りリバウンド警戒 (前日比-0.6%),0.27,1.26,34.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,205650,3700,False,True,
9744.T,3482.0,3580.3,3432.9,0.17685271799564362,0.1769,0.675864040851593,0.6759,-0.322,-0.32199999690055847,1.0,0.56,1.0,通常ロット,-0.06,1.01,17.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,maxpos
5802.T,2200.5,2385.2,2108.1,0.1922,0.2091,0.7074,0.6431,-0.323,-0.22499999403953552,0.9,0.67,1.0,通常ロット,1.57,1.46,413.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,220050,9240,False,True,
6356.T,1362.0,1565.7,1260.1,0.164,0.1549,0.6531,0.7023,-0.325,-0.3919999897480011,1.07,0.21,0.5,逆張りリバウンド警戒 (前日比-1.7%),0.89,0.08,44.0,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,100,136200,10190,False,False,
6724.T,3209.0,3379.6,3123.7,0.179,0.1782,0.6842,0.6885,-0.326,-0.3319999873638153,0.99,0.08,1.06,通常ロット ＋ セクターセンチメント(+0.20 -> 1.06倍),0.72,1.15,44.3,⏸️ WAIT,見送り,半導体・ハイテク,0.2,False,通常,米中貿易休戦の延長報道で対中規制悪化への警戒感が和らぐ。,CTA_SURGE,0,0,0,False,False,maxpos
4887.T,1667.5,1726.4,1638.1,0.1734,0.1692,0.6763,0.6973,-0.33,-0.35899999737739563,1.03,0.5,1.0,通常ロット,0.03,0.91,14.0,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,166750,2940,False,True,
5105.T,3834.0,4049.4,3726.3,0.1721,0.1669,0.674,0.7004,-0.33,-0.367000013589859,1.03,0.47,1.03,通常ロット ＋ セクターセンチメント(+0.10 -> 1.03倍),0.47,1.04,42.4,⏸️ WAIT,見送り,自動車・輸出,0.1,False,通常,米議員の中国車排除要求は日本車に追い風も影響は限定的。,CTA_SURGE,0,0,0,False,False,maxpos
4183.T,2150.0,2286.9,2081.6,0.1833,0.1911,0.6984,0.6651,-0.332,-0.28299999237060547,0.95,0.31,0.5,逆張りリバウンド警戒 (前日比-1.6%),0.59,1.55,43.3,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,100,215000,6840,False,False,
7167.T,1663.0,1750.9,1619.0,0.1703,0.165,0.6726,0.699,-0.332,-0.36899998784065247,1.03,0.21,0.52,逆張りリバウンド警戒 (前日比-1.1%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.23,1.51,53.3,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,166300,4400,False,True,
2897.T,2910.0,3031.4,2849.3,0.1732,0.1747,0.6795,0.6728,-0.333,-0.3230000138282776,0.99,0.36,0.5,逆張りリバウンド警戒 (前日比-1.1%),-0.41,0.99,33.6,⏸️ WAIT,見送り,食料品・ディフェンシブ,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,291000,6070,False,False,
8060.T,3679.0,3824.1,3606.4,0.1594,0.1459,0.653,0.7337,-0.334,-0.44200000166893005,1.11,0.15,0.5,逆張りリバウンド警戒 (前日比-0.3%),0.09,1.24,10.4,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
8117.T,2178.0,2279.1,2127.4,0.1786,0.1831,0.6914,0.6713,-0.334,-0.3050000071525574,0.97,0.7,0.5,逆張りリバウンド警戒 (前日比-0.5%),0.23,0.47,15.4,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,100,217800,5060,False,True,
9008.T,791.0,821.5,775.7,0.1669,0.1629,0.6689,0.6895,-0.335,-0.36399999260902405,1.03,0.48,1.0,通常ロット,-0.21,0.84,33.1,⏸️ WAIT,見送り,海運・物流,0.0,False,通常,海外海運決算材料は時間減衰により影響限定的。,CTA_SURGE,300,237300,4590,False,True,
9831.T,719.4,746.0,706.1,0.1568,0.1435,0.649,0.7293,-0.335,-0.44200000166893005,1.11,0.19,1.0,通常ロット,-0.14,1.22,38.3,⏸️ WAIT,見送り,小売・消費・インバウンド,0.0,False,通常,特筆すべき新規材料はなく織り込み済み。,CTA_SURGE,400,287760,5320,False,True,
5713.T,9538.0,10520.3,9046.9,0.1903,0.2147,0.7234,0.6345,-0.343,-0.20499999821186066,0.86,0.76,0.5,逆張りリバウンド警戒 (前日比-0.7%),1.31,0.85,216.2,⏸️ WAIT,見送り,,0.0,False,通常,,CTA_SURGE,0,0,0,False,False,risk
8308.T,2419.0,2568.8,2344.1,0.1599,0.15,0.6638,0.7196,-0.344,-0.41999998688697815,1.07,0.33,0.52,逆張りリバウンド警戒 (前日比-1.3%) ＋ セクターセンチメント(+0.10 -> 1.03倍),0.43,0.93,209.2,⏸️ WAIT,見送り,銀行・金融,0.1,False,通常,日経平均の上昇基調継続も、追加材料乏しく静観姿勢。,CTA_SURGE,100,241900,7490,False,False,
8153.T,3915.0,4028.6,3858.2,0.1627,0.1587,0.6705,0.6912,-0.345,-0.37400001287460327,1.03,0.15,0.5,逆張りリバウンド警戒 (前日比-1.1%),-0.29,1.04,11.9,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
3107.T,3702.0,3858.7,3623.6,0.1519,0.1389,0.6501,0.7305,-0.346,-0.453000009059906,1.11,0.08,0.5,逆張りリバウンド警戒 (前日比-0.9%),0.21,0.68,21.8,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,maxpos
8015.T,7361.0,7812.0,7135.5,0.1564,0.1431,0.6586,0.74,-0.346,-0.45399999618530273,1.11,0.23,0.5,逆張りリバウンド警戒 (前日比-1.4%),0.55,0.97,160.4,⏸️ WAIT,見送り,総合商社・資源,0.0,False,通常,新規材料なし、ニュートラルを維持。,CTA_SURGE,0,0,0,False,False,risk
7011.T,3929.0,4183.9,3801.6,0.1806,0.1899,0.7096,0.6694,-0.348,-0.28999999165534973,0.94,1.12,1.0,通常ロット,0.39,0.91,823.9,⏸️ WAIT,見送り,防衛・重工,0.0,False,通常,防衛関連ニュースは36時間以上経過しており織り込み済み。,CTA_SURGE,0,0,0,False,False,maxpos
